# Original file        :    
# Ephemeris file       :    
# Number of data points:    9849
# TIMDAYRF             :    1996-Jul-24 00:00:00.00
# TIMDAYRF (JD)        :    2450288.5
#
#         TIME               DATA             ERROR         X Position      Y Position      Z Position   
#          (s)            (Counts/s)       (Counts/s)          (Km)            (Km)            (Km)      
#
     50288.0681250002         1.000000         0.316228        -448.036        6941.128        -428.251
     50288.0682407408         1.000000         0.316228        -523.488        6935.804        -430.622
     50288.0683564814         0.600000         0.244949        -598.878        6929.661        -432.941
     50288.0684722224         0.600000         0.244949        -674.197        6922.702        -435.210
     50288.0685879630         0.500000         0.223607        -749.437        6914.925        -437.426
     50288.0687037036         0.600000         0.244949        -824.589        6906.334        -439.591
     50288.0688194446         0.600000         0.244949        -899.643        6896.928        -441.705
     50288.0689351852         0.800000         0.282843        -974.591        6886.709        -443.765
     50288.0690509258         0.700000         0.264575       -1049.424        6875.678        -445.774
     50288.0691666668         0.500000         0.223607       -1124.134        6863.837        -447.730
     50288.0692824074         0.900000         0.300000       -1198.711        6851.186        -449.632
     50288.0693981480         0.700000         0.264575       -1273.146        6837.727        -451.482
     50288.0695138890         1.000000         0.316228       -1347.432        6823.463        -453.278
     50288.0696296296         0.600000         0.244949       -1421.559        6808.394        -455.021
     50288.0697453702         0.600000         0.244949       -1495.518        6792.523        -456.710
     50288.0698611112         0.900000         0.300000       -1569.301        6775.851        -458.345
     50288.0699768518         0.300000         0.173205       -1642.899        6758.380        -459.925
     50288.0700925924         0.300000         0.173205       -1716.303        6740.113        -461.452
     50288.0702083334         0.800000         0.282843       -1789.505        6721.051        -462.924
     50288.0703240740         0.400000         0.200000       -1862.497        6701.198        -464.341
     50288.0704398146         0.600000         0.244949       -1935.269        6680.555        -465.703
     50288.0705555556         0.800000         0.282843       -2007.812        6659.124        -467.010
     50288.0706712962         0.800000         0.282843       -2080.119        6636.909        -468.262
     50288.0707870373         0.600000         0.244949       -2152.181        6613.912        -469.459
     50288.0709027778         0.700000         0.264575       -2223.990        6590.136        -470.600
     50288.0710185184         0.500000         0.223607       -2295.536        6565.583        -471.686
     50288.0711342595         0.700000         0.264575       -2366.813        6540.256        -472.716
     50288.0712500000         0.600000         0.244949       -2437.810        6514.160        -473.690
     50288.0713657406         0.600000         0.244949       -2508.520        6487.295        -474.608
     50288.0714814817         0.600000         0.244949       -2578.934        6459.667        -475.470
     50288.0715972222         1.500000         0.387298       -2649.045        6431.278        -476.276
     50288.0717129628         0.600000         0.244949       -2718.844        6402.131        -477.026
     50288.0718287039         1.000000         0.316228       -2788.322        6372.230        -477.719
     50288.0719444444         0.400000         0.200000       -2857.472        6341.579        -478.356
     50288.0720601850         1.200000         0.346410       -2926.286        6310.181        -478.936
     50288.0721759261         0.900000         0.300000       -2994.755        6278.039        -479.460
     50288.0722916666         1.100000         0.331662       -3062.871        6245.159        -479.927
     50288.0724074072         0.500000         0.223607       -3130.627        6211.543        -480.338
     50288.0725231483         0.600000         0.244949       -3198.014        6177.195        -480.692
     50288.0726388888         0.600000         0.244949       -3265.024        6142.120        -480.989
     50288.0727546294         0.400000         0.200000       -3331.650        6106.322        -481.229
     50288.0728703705         0.800000         0.282843       -3397.884        6069.805        -481.413
     50288.0729861110         0.900000         0.300000       -3463.717        6032.574        -481.540
     50288.0731018516         0.600000         0.244949       -3529.143        5994.632        -481.609
     50288.0732175927         0.900000         0.300000       -3594.154        5955.984        -481.622
     50288.0733333332         0.800000         0.282843       -3658.741        5916.636        -481.579
     50288.0734490743         0.800000         0.282843       -3722.897        5876.591        -481.478
     50288.0735648149         0.900000         0.300000       -3786.616        5835.854        -481.320
     50288.0736805554         0.900000         0.300000       -3849.888        5794.430        -481.106
     50288.0737962965         0.600000         0.244949       -3912.708        5752.324        -480.835
     50288.0739120371         1.300000         0.360555       -3975.067        5709.541        -480.507
     50288.0740277776         0.800000         0.282843       -4036.958        5666.086        -480.123
     50288.0741435187         0.700000         0.264575       -4098.374        5621.965        -479.681
     50288.0742592593         0.600000         0.244949       -4159.307        5577.181        -479.184
     50288.0743749999         1.000000         0.316228       -4219.752        5531.742        -478.629
     50288.0744907409         0.300000         0.173205       -4279.699        5485.651        -478.019
